a_au,e,i_deg,node_deg,peri_deg,mean_anomaly_deg
2.9832,0.1544,23.718,246.51,232.12,221.56
2.9833,0.2124,5.504,243.56,327.18,167.52
2.9833,0.1881,21.292,17.99,61.86,293.76
2.9834,0.0505,7.387,88.46,221.64,137.53
2.9836,0.2836,5.359,238.88,228.79,314.22
2.9836,0.0349,1.815,295.80,324.05,208.52
2.9839,0.2615,8.939,324.17,296.38,281.50
2.9840,0.0790,7.270,200.95,81.88,237.13
2.9840,0.0949,16.624,125.83,295.54,107.31
2.9841,0.1575,8.684,76.08,44.10,154.64
2.9841,0.1059,8.970,71.92,126.13,241.73
2.9842,0.2096,8.448,310.27,171.21,77.50
2.9843,0.0364,4.622,13.50,44.00,346.41
2.9844,0.1404,12.537,253.35,335.82,295.15
2.9845,0.2590,5.529,288.84,346.78,177.37
2.9846,0.1034,17.956,5.91,336.49,87.08
2.9848,0.1594,21.640,129.29,301.21,318.09
2.9848,0.1387,11.397,87.03,286.44,224.84
2.9848,0.0905,20.819,83.24,355.48,92.45
2.9850,0.1294,6.337,286.23,110.80,288.79
2.9851,0.1209,15.110,192.19,342.95,310.57
2.9855,0.1461,20.165,103.44,170.74,259.44
2.9857,0.2464,19.365,123.33,146.71,148.42
2.9860,0.0614,17.798,61.68,181.71,51.91
2.9861,0.0212,6.019,156.67,41.27,98.25
2.9863,0.0578,11.887,205.13,282.73,118.06
2.9863,0.1754,10.423,203.62,255.49,240.05
2.9864,0.2208,4.916,69.08,49.42,236.11
2.9864,0.1370,11.125,293.29,17.68,262.46
2.9865,0.1529,4.798,224.99,146.61,303.70
2.9867,0.0293,6.972,103.35,304.36,160.62
2.9869,0.0944,23.556,104.45,119.95,239.43
2.9870,0.0497,13.524,109.94,32.29,311.22
2.9871,0.2377,16.276,108.37,107.23,93.86
2.9871,0.2121,20.356,97.21,196.61,13.15
2.9871,0.1084,10.942,110.29,185.43,208.51
2.9872,0.0797,4.276,315.71,305.21,68.43
2.9873,0.1080,8.359,64.20,37.39,142.35
2.9874,0.0901,21.268,144.67,234.10,265.36
2.9874,0.1486,10.624,189.78,113.61,156.54
2.9875,0.1085,7.566,41.24,126.77,102.65
2.9875,0.2260,14.008,242.10,170.76,300.93
2.9880,0.1030,20.991,85.27,187.69,355.63
2.9880,0.0549,2.839,87.13,11.81,171.89
2.9880,0.0456,10.202,246.24,323.57,111.95
2.9882,0.0225,10.110,200.21,179.17,27.39
2.9885,0.0616,1.883,46.05,167.99,35.74
2.9885,0.0863,13.980,322.31,45.36,134.07
2.9886,0.1519,16.473,210.72,337.35,62.08
2.9890,0.2240,14.111,6.17,216.09,49.83
2.9890,0.1799,6.053,327.71,14.95,177.57
2.9891,0.1830,14.757,37.49,3.16,268.81
2.9891,0.1196,5.282,6.87,128.52,140.35
2.9892,0.0374,10.913,113.91,294.93,96.20
2.9892,0.1169,19.533,350.97,348.95,182.96
2.9895,0.1592,11.682,303.12,313.04,40.36
2.9895,0.0996,21.737,76.20,307.99,305.03
2.9895,0.1479,3.273,338.31,155.71,117.91
2.9897,0.1171,12.293,50.06,178.95,349.57
2.9899,0.1168,16.282,95.50,49.31,174.57
2.9902,0.1127,17.169,176.38,175.60,71.16
2.9902,0.1542,7.244,288.59,253.35,225.16
2.9905,0.2734,5.365,254.93,109.37,293.90
2.9905,0.0261,11.176,302.37,229.84,200.41
2.9908,0.1246,20.084,287.18,1.46,135.35
2.9908,0.2677,8.248,124.19,0.58,332.39
2.9910,0.1589,7.593,338.79,289.02,40.87
2.9911,0.1128,10.158,256.85,86.27,311.22
2.9911,0.0707,7.405,122.85,64.04,124.68
2.9912,0.1722,7.166,98.42,220.74,286.18
2.9912,0.1307,9.167,312.31,148.50,140.86
2.9913,0.2062,5.485,331.73,125.19,227.13
2.9913,0.1779,12.704,15.11,145.94,192.48
2.9914,0.1545,8.548,60.11,117.61,143.52
2.9914,0.1698,19.682,206.49,79.50,143.91
2.9915,0.0857,8.465,356.60,41.46,306.91
2.9916,0.2410,10.562,32.79,194.93,191.72
2.9916,0.0746,7.557,283.52,185.89,335.49
2.9917,0.2015,12.745,90.67,242.24,112.01
2.9917,0.0708,7.789,230.18,204.19,41.14
2.9920,0.1402,16.111,317.20,64.40,240.26
2.9921,0.0620,9.233,6.04,222.61,186.97
2.9922,0.1763,11.538,130.21,270.13,216.98
2.9922,0.2185,13.968,16.70,38.04,203.11
2.9922,0.2024,6.752,25.23,305.52,227.50
2.9922,0.1474,9.822,278.67,18.49,285.50
2.9922,0.0803,9.542,253.16,24.54,183.49
2.9924,0.1205,6.382,105.35,149.99,285.31
2.9927,0.0812,13.763,0.25,34.79,351.40
2.9929,0.1063,13.495,233.71,171.95,92.26
2.9930,0.2579,8.187,230.01,207.28,294.04
2.9933,0.1165,14.699,292.35,20.14,90.88
2.9937,0.1903,10.907,135.58,147.61,22.67
2.9939,0.1408,11.080,239.44,177.40,178.96
2.9940,0.3444,11.654,262.67,158.87,27.01
2.9941,0.1059,24.473,330.52,277.87,17.89
2.9941,0.0515,3.244,37.35,333.00,251.62
2.9941,0.1000,8.297,304.13,270.73,358.38
2.9943,0.2636,10.004,40.57,242.40,299.79
2.9943,0.1520,1.376,323.40,36.12,303.19
2.9945,0.1723,6.791,109.62,103.30,322.21
2.9947,0.1238,1.747,249.53,285.51,93.80
2.9947,0.0649,16.388,39.45,105.99,7.53
2.9949,0.1268,13.340,49.67,225.75,120.66
2.9949,0.1553,18.660,87.47,102.99,55.83
2.9951,0.1460,14.777,196.23,35.48,49.21
2.9952,0.2677,21.005,261.15,199.57,73.11
2.9955,0.1809,7.218,321.66,236.81,343.50
2.9955,0.1773,4.757,239.34,195.85,104.87
2.9955,0.1232,5.774,126.84,48.37,260.06
2.9956,0.2169,14.219,230.07,130.82,47.47
2.9958,0.2275,7.197,264.11,200.41,182.93
2.9959,0.1159,19.258,330.02,232.15,160.11
2.9961,0.1759,9.485,55.57,308.00,15.65
2.9963,0.0708,12.275,107.22,311.81,225.79
2.9964,0.0836,13.321,208.75,244.16,256.41
2.9964,0.1643,5.794,237.82,313.52,313.79
2.9966,0.0912,5.259,269.04,226.36,273.72
2.9967,0.0449,10.300,6.22,156.70,201.65
2.9968,0.1682,10.618,328.63,159.05,309.61
2.9971,0.1045,12.845,74.29,103.20,98.37
2.9972,0.1470,5.728,331.57,312.58,350.89
2.9973,0.1550,11.699,165.91,48.81,44.63
2.9974,0.0821,4.692,137.52,218.93,213.92
2.9974,0.0552,0.841,174.37,318.12,77.75
2.9977,0.1932,13.204,325.74,41.38,154.24
2.9978,0.0764,11.756,307.07,164.46,289.18
2.9981,0.0459,9.058,190.61,64.87,263.49
2.9982,0.2025,12.404,68.17,112.40,42.37
2.9983,0.1678,15.947,302.87,30.58,129.64
2.9983,0.0399,7.644,345.16,8.63,225.16
2.9984,0.0911,10.673,303.71,46.59,278.27
2.9985,0.0671,19.332,298.97,58.60,96.18
2.9989,0.0091,10.127,133.79,121.83,131.49
2.9990,0.1059,6.858,355.00,247.22,351.01
2.9991,0.1569,7.622,340.05,340.64,52.19
2.9992,0.0719,13.541,73.60,78.20,318.69
2.9993,0.2471,5.178,318.61,207.67,170.54
2.9997,0.1931,12.132,162.99,163.63,68.34
2.9998,0.0668,16.475,330.79,238.13,308.40
2.9999,0.0646,14.470,121.40,357.49,0.48
3.0000,0.2088,3.304,10.22,241.83,124.32
3.0001,0.1152,9.875,256.64,183.98,254.02
3.0002,0.0353,9.172,359.60,236.81,219.71
3.0002,0.1042,7.967,25.78,355.71,107.25
3.0003,0.1652,5.905,19.49,124.50,61.42
3.0004,0.1813,10.191,74.54,137.57,279.07
3.0008,0.1314,11.432,55.83,271.02,3.29
3.0008,0.0215,7.121,94.98,115.88,289.11
3.0010,0.1737,16.172,345.83,22.25,123.89
3.0010,0.1846,15.642,6.11,290.59,358.93
3.0011,0.2455,15.847,321.36,20.39,340.86
3.0012,0.1347,22.041,325.61,140.56,97.38
3.0013,0.1914,14.556,244.76,85.00,249.84
3.0013,0.1704,14.463,16.84,225.42,181.38
3.0013,0.1599,7.654,155.74,241.50,9.66
3.0015,0.1106,5.761,264.89,311.31,140.83
3.0015,0.1151,26.148,40.89,102.56,50.53
3.0016,0.2508,3.587,217.02,217.74,236.46
3.0016,0.1360,9.139,158.65,206.16,86.44
3.0018,0.1647,8.603,127.13,346.60,355.53
3.0018,0.1362,6.339,166.53,212.68,24.58
3.0021,0.1258,7.591,291.21,22.07,200.59
3.0022,0.1240,8.937,69.42,178.38,61.37
3.0022,0.2380,8.133,282.00,329.80,140.69
3.0022,0.1737,9.010,317.76,170.24,150.05
3.0023,0.0736,5.853,130.18,51.75,246.61
3.0024,0.0353,17.653,137.13,332.32,123.17
3.0028,0.2257,9.626,82.34,333.81,191.07
3.0031,0.0913,10.120,260.92,269.81,135.75
3.0031,0.1588,6.640,289.38,47.20,278.58
3.0031,0.2278,3.511,266.31,9.35,7.89
3.0032,0.1457,12.914,177.76,188.51,4.53
3.0038,0.3297,20.016,245.26,54.90,147.79
3.0039,0.2898,6.101,2.03,253.71,300.71
3.0040,0.0685,10.635,233.28,312.60,109.96
3.0043,0.1102,13.865,309.38,202.12,211.47
3.0043,0.0781,13.095,61.40,42.79,218.02
3.0043,0.0985,21.379,337.32,145.89,114.14
3.0043,0.0882,9.146,155.88,324.42,242.26
3.0043,0.1452,23.501,7.71,327.64,5.73
3.0044,0.1276,26.317,300.74,184.14,140.08
3.0046,0.1533,20.821,34.25,139.33,54.55
3.0047,0.1783,6.666,82.14,308.89,343.03
3.0047,0.1362,18.774,83.69,337.76,235.97
3.0049,0.1117,15.644,9.15,193.64,138.27
3.0049,0.2073,14.347,39.33,296.01,282.46
3.0050,0.1189,4.904,4.78,331.74,357.24
3.0050,0.0978,19.758,34.79,301.20,262.46
3.0051,0.0074,13.841,281.78,265.47,28.68
3.0051,0.1132,11.642,182.43,16.62,273.69
3.0052,0.0727,12.578,119.58,218.91,130.31
3.0054,0.2360,13.816,144.95,165.67,213.43
3.0054,0.0486,2.244,240.34,72.11,33.73
3.0056,0.0928,19.273,309.43,189.39,165.40
3.0056,0.1700,18.616,142.12,68.94,302.57
3.0057,0.2336,8.976,170.92,233.89,336.53
3.0059,0.1355,7.454,137.05,66.13,211.22
3.0060,0.0734,4.128,352.03,140.72,15.98
3.0061,0.0728,9.817,311.51,324.36,0.43
3.0063,0.1390,11.129,76.02,159.44,169.95
3.0064,0.0942,3.707,29.34,357.08,129.53
3.0064,0.1033,8.764,34.72,227.28,346.90
3.0069,0.1331,9.482,201.52,140.73,177.67
3.0069,0.0918,2.713,27.88,65.54,328.86
3.0070,0.0575,10.615,308.90,262.84,276.80
3.0071,0.0400,12.503,5.33,303.98,228.84
3.0071,0.3173,17.260,212.15,169.97,229.74
3.0074,0.0593,7.664,111.87,354.73,48.35
3.0076,0.2306,15.138,133.63,272.87,182.58
3.0078,0.0946,2.995,67.15,141.70,120.34
3.0079,0.1531,0.799,161.00,295.99,44.49
3.0086,0.1046,8.935,21.21,94.23,8.21
3.0087,0.2266,10.167,132.27,54.97,108.01
3.0087,0.0502,10.255,307.09,258.73,252.12
3.0088,0.0550,13.105,79.07,190.23,55.01
3.0094,0.0848,5.539,13.95,25.46,60.47
3.0097,0.1295,4.241,343.74,271.98,201.28
3.0098,0.1430,3.311,306.82,78.57,324.97
3.0099,0.1192,23.647,287.79,32.65,213.97
3.0102,0.1624,8.492,31.91,308.36,64.38
3.0103,0.1355,11.169,308.85,58.21,257.13
3.0104,0.0587,12.918,35.40,353.54,157.64
3.0106,0.1599,3.443,230.25,68.32,71.13
3.0107,0.0960,16.410,139.44,333.32,124.05
3.0108,0.1052,7.429,26.82,83.86,71.35
3.0111,0.1353,5.920,143.19,219.86,282.91
3.0112,0.1214,10.364,340.56,92.33,358.44
3.0113,0.0194,16.924,264.49,99.54,158.81
3.0114,0.1429,10.266,319.42,91.73,67.25
3.0115,0.1583,10.565,133.85,69.30,51.46
3.0115,0.1904,4.762,144.20,294.17,350.10
3.0116,0.0536,13.098,261.99,359.57,121.60
3.0119,0.0795,2.349,200.61,87.37,101.25
3.0122,0.2010,11.123,259.52,320.50,354.45
3.0123,0.1094,12.032,197.72,326.47,238.46
3.0124,0.1713,5.807,296.30,4.47,76.60
3.0125,0.1072,18.465,133.21,126.43,353.23
3.0126,0.0891,26.124,254.19,58.39,161.71
3.0128,0.2011,18.798,185.80,245.81,137.57
3.0129,0.1593,2.510,355.75,276.13,169.30
3.0130,0.1389,14.062,221.28,120.54,242.12
3.0132,0.1313,14.967,238.99,353.13,173.47
3.0132,0.0800,10.389,115.67,143.87,313.52
3.0133,0.1101,12.138,96.08,70.91,235.52
3.0133,0.0833,5.696,241.34,215.62,114.21
3.0133,0.1680,13.533,193.59,102.24,253.08
3.0133,0.0451,1.207,249.17,64.40,51.93
3.0141,0.2285,7.584,96.80,190.73,39.32
3.0143,0.2522,2.419,139.34,141.11,282.05
3.0144,0.1751,8.634,17.00,327.60,208.89
3.0146,0.0987,13.359,262.70,57.16,221.47
3.0148,0.0604,4.416,239.08,70.19,301.88
3.0149,0.1771,11.441,156.17,144.16,11.55
3.0150,0.0782,15.181,267.03,242.25,147.75
3.0155,0.0421,12.020,125.29,58.51,346.77
3.0156,0.1248,3.364,176.09,348.46,139.85
3.0162,0.1089,9.057,64.26,207.36,288.91
3.0164,0.0969,8.119,286.78,14.91,244.12
3.0166,0.1794,10.936,53.93,294.20,205.56
3.0167,0.0621,17.102,160.26,355.69,201.30
3.0168,0.0841,16.267,125.75,115.34,123.72
3.0168,0.1023,19.531,138.14,319.81,356.22
3.0172,0.2191,15.657,284.57,333.70,268.81
3.0177,0.0314,5.839,332.23,226.66,147.94
3.0180,0.0610,0.928,217.90,190.58,74.79
3.0183,0.1907,3.679,36.25,163.10,358.95
3.0189,0.1845,9.871,325.17,10.47,216.30
3.0189,0.2262,5.053,161.09,70.46,265.19
3.0190,0.1963,13.775,149.91,136.55,59.86
3.0193,0.2072,11.888,302.03,66.57,320.83
3.0197,0.1166,7.240,197.47,330.08,256.88
3.0198,0.0519,8.098,219.15,274.24,258.86
3.0200,0.1033,8.936,116.94,242.60,259.04
3.0201,0.1648,10.090,81.43,171.46,4.24
3.0202,0.2374,21.502,252.39,170.94,295.38
3.0203,0.1429,3.104,101.54,352.95,4.16
3.0205,0.1248,10.254,88.81,317.57,31.29
3.0205,0.0770,8.577,98.24,317.33,87.97
3.0206,0.1313,1.841,180.78,317.78,97.46
3.0207,0.1362,3.047,174.84,290.21,127.92
3.0208,0.1561,9.936,168.46,297.75,32.37
3.0209,0.2335,16.518,194.78,98.43,107.85
3.0212,0.2100,11.952,311.59,160.69,298.29
3.0213,0.1626,15.005,140.70,178.87,82.67
3.0217,0.0398,10.297,41.06,3.18,202.14
3.0222,0.0683,12.062,233.19,128.15,213.43
3.0223,0.2166,9.854,265.29,183.55,48.52
3.0225,0.2986,16.616,325.04,82.37,261.32
3.0232,0.1433,11.071,148.47,321.08,102.99
3.0233,0.2484,2.234,336.02,120.91,322.84
3.0237,0.0932,12.388,196.74,335.25,234.54
3.0238,0.1264,7.673,58.09,340.13,70.63
3.0238,0.1433,9.595,333.41,274.15,47.47
3.0239,0.0947,11.909,97.28,257.40,289.74
3.0242,0.1481,14.269,41.97,109.59,157.77
3.0243,0.0893,8.757,153.53,121.71,311.88
3.0244,0.0650,15.481,296.93,145.87,86.63
3.0245,0.2049,8.924,274.85,53.85,283.11
3.0246,0.0929,8.985,355.10,326.77,181.89
3.0250,0.1647,9.478,78.39,33.70,345.70
3.0253,0.0308,6.923,248.25,77.11,298.64
3.0254,0.2297,6.365,314.00,265.36,25.89
3.0254,0.0713,8.412,12.37,206.23,178.80
3.0255,0.0450,16.939,144.06,272.82,85.02
3.0256,0.0760,8.109,212.75,34.64,153.55
3.0256,0.1142,6.384,78.61,127.56,196.34
3.0256,0.2105,14.366,29.06,169.97,229.41
3.0256,0.1080,8.501,142.19,215.44,118.86
3.0257,0.0507,12.159,143.79,135.72,268.79
3.0257,0.0994,18.286,313.28,123.17,165.13
3.0258,0.1910,16.453,323.53,1.32,163.65
3.0258,0.1191,9.273,314.82,80.06,239.60
3.0261,0.0774,4.360,28.74,317.62,96.71
3.0266,0.0513,9.161,320.50,158.86,298.56
3.0267,0.1036,1.593,134.75,195.96,341.68
3.0267,0.0447,9.164,90.23,26.08,137.68
3.0269,0.0953,7.457,358.74,201.79,304.40
3.0271,0.0792,10.338,94.30,243.65,341.26
3.0274,0.0584,17.390,240.41,62.54,181.52
3.0275,0.1029,11.483,21.42,60.82,182.90
3.0277,0.2448,9.590,243.37,354.53,133.39
3.0278,0.1756,24.967,225.11,170.91,207.83
3.0280,0.1630,15.687,39.96,229.95,117.62
3.0280,0.0543,10.968,70.29,16.49,158.69
3.0281,0.1620,13.411,0.86,159.49,156.44
3.0282,0.0660,3.818,270.99,307.92,286.68
3.0286,0.0768,17.917,54.56,223.12,224.77
3.0287,0.1834,13.143,287.54,339.40,16.04
3.0293,0.1398,7.751,170.15,256.84,47.82
3.0299,0.2255,5.293,21.40,59.43,34.71
3.0300,0.0724,19.822,82.52,220.19,290.97
3.0301,0.1763,7.590,254.14,125.89,235.61
3.0301,0.0983,10.939,287.67,147.49,145.53
3.0301,0.1607,5.866,293.37,333.92,353.78
3.0302,0.0250,19.601,299.99,295.72,358.69
3.0306,0.1399,11.229,139.43,299.93,87.48
3.0310,0.1289,15.049,146.87,280.07,31.54
3.0310,0.2083,13.574,81.13,161.04,243.38
3.0311,0.0300,19.967,154.39,126.21,242.42
3.0311,0.1888,22.629,145.39,130.70,357.96
3.0312,0.0901,24.236,188.48,314.66,140.04
3.0315,0.1193,25.670,164.93,231.23,216.00
3.0315,0.0265,5.932,218.94,194.27,187.85
3.0316,0.0869,10.772,217.35,52.28,37.18
3.0316,0.2083,8.471,55.60,322.62,297.57
3.0318,0.0572,18.787,26.02,222.85,305.47
3.0318,0.1319,4.210,312.88,224.57,244.48
3.0318,0.1443,11.031,78.25,57.08,154.74
3.0319,0.1977,18.513,70.24,197.83,29.96
3.0319,0.1430,5.580,209.78,192.56,25.21
3.0319,0.0632,7.459,73.62,198.50,168.84
3.0323,0.0672,16.053,61.84,182.13,10.36
3.0323,0.1135,7.375,358.51,50.42,110.75
3.0324,0.1288,8.698,220.64,126.11,331.15
3.0325,0.0881,18.647,137.27,124.12,9.23
3.0328,0.2900,10.385,339.83,141.02,287.73
3.0330,0.2048,6.039,100.37,177.81,295.69
3.0330,0.1206,8.144,1.94,78.30,74.74
3.0336,0.0425,15.272,267.11,84.89,237.87
3.0338,0.0908,1.907,342.39,192.62,154.68
3.0340,0.1332,16.396,5.88,130.03,198.77
3.0340,0.0895,16.393,95.16,8.57,107.49
3.0340,0.0619,4.644,43.73,345.65,185.94
3.0343,0.0574,12.062,149.73,80.92,6.63
3.0345,0.1368,10.058,84.74,315.49,88.35
3.0346,0.1726,11.074,55.46,254.63,248.31
3.0348,0.0905,19.384,224.64,163.49,238.01
3.0351,0.1067,4.251,68.31,69.91,15.67
3.0354,0.0790,8.614,273.38,224.94,109.20
3.0362,0.1993,5.976,187.58,212.11,59.28
3.0364,0.0362,4.349,68.26,106.33,153.56
3.0365,0.1244,15.915,303.26,351.52,256.30
3.0366,0.2475,28.616,127.09,176.13,9.10
3.0368,0.0711,8.869,144.26,27.18,239.16
3.0371,0.0600,7.441,352.13,206.64,260.44
3.0373,0.2464,13.814,231.26,80.69,160.80
3.0373,0.1878,8.460,357.71,309.84,96.03
3.0374,0.1245,18.850,315.11,193.86,168.35
3.0377,0.1505,8.319,38.07,9.21,139.55
3.0378,0.1033,1.629,19.04,223.93,210.96
3.0380,0.1574,8.141,290.29,38.23,56.25
3.0380,0.1986,3.886,347.65,231.87,34.56
3.0381,0.1462,11.772,237.31,251.70,216.13
3.0382,0.0777,13.659,50.92,193.10,248.25
3.0387,0.1558,13.811,249.13,258.81,180.15
3.0388,0.0525,9.281,187.07,260.60,228.99
3.0389,0.1149,1.197,138.04,73.23,15.92
3.0392,0.0727,12.600,255.39,133.20,280.11
3.0393,0.2276,10.197,238.20,177.13,3.61
3.0395,0.0963,9.380,316.77,16.75,22.49
3.0396,0.0728,15.223,226.91,166.44,36.74
3.0397,0.2147,4.997,171.48,235.74,181.07
3.0398,0.1298,12.259,85.21,1.53,100.81
3.0398,0.1468,3.031,106.03,317.09,126.51
3.0404,0.1592,18.664,28.29,123.81,200.31
3.0404,0.1356,11.019,17.03,70.57,194.34
3.0406,0.0157,13.198,332.19,203.86,240.48
3.0407,0.1988,13.400,154.38,347.49,7.42
3.0408,0.2962,12.470,0.45,315.18,64.77
3.0409,0.0880,10.411,192.94,306.98,19.04
3.0409,0.1409,14.506,163.74,355.12,84.04
3.0411,0.2123,16.237,0.88,186.02,110.09
3.0412,0.2171,6.466,32.10,192.51,217.35
3.0413,0.1380,19.487,329.78,174.70,65.16
3.0414,0.0887,5.842,335.99,295.16,97.26
3.0415,0.0404,6.824,68.44,3.79,6.93
3.0418,0.1378,12.610,90.02,36.83,271.21
3.0420,0.0957,17.438,58.71,38.41,100.34
3.0421,0.2171,8.056,307.26,93.68,355.22
3.0421,0.1687,2.820,277.08,51.59,207.50
3.0423,0.0126,2.341,236.79,18.91,34.48
3.0427,0.0963,15.766,354.33,121.47,31.16
3.0429,0.1255,7.476,226.08,27.12,35.75
3.0430,0.2231,32.918,124.77,307.08,199.19
3.0431,0.1877,5.193,106.61,47.55,68.91
3.0433,0.1665,4.620,105.76,175.22,235.79
3.0434,0.1843,5.397,163.60,187.56,339.36
3.0435,0.1696,6.353,107.95,143.07,4.47
3.0435,0.2486,13.808,270.28,314.49,324.98
3.0438,0.1549,16.674,288.40,189.97,130.97
3.0439,0.2630,8.024,154.49,190.08,89.66
3.0441,0.1142,6.414,211.28,211.99,47.08
3.0442,0.1549,18.132,36.44,358.78,265.53
3.0443,0.0555,15.875,197.05,103.14,243.19
3.0443,0.1011,8.763,139.55,39.55,48.60
3.0447,0.2164,10.034,37.89,262.58,263.10
3.0448,0.1607,2.819,219.89,307.59,131.62
3.0451,0.0506,14.212,182.91,16.26,152.99
3.0451,0.1215,1.515,164.34,198.47,257.28
3.0452,0.2242,15.711,347.21,131.52,167.39
3.0458,0.1383,9.190,263.88,290.79,213.86
3.0459,0.1377,5.290,217.57,78.13,183.21
3.0461,0.1454,4.380,231.25,186.62,198.85
3.0462,0.0983,15.312,14.15,306.84,96.12
3.0466,0.0988,9.536,296.17,128.35,238.29
3.0469,0.1695,14.528,78.56,103.57,329.32
3.0470,0.2537,3.122,201.64,92.89,161.17
3.0471,0.2018,6.875,318.89,129.77,298.74
3.0472,0.1367,4.566,201.60,199.57,95.69
3.0473,0.2655,6.001,23.07,248.21,251.95
3.0474,0.1374,14.614,312.13,99.53,32.57
3.0474,0.0816,7.389,253.11,356.74,176.73
3.0476,0.0081,6.703,350.04,33.82,270.28
3.0476,0.0857,22.060,75.03,41.72,48.64
3.0476,0.1696,6.056,34.50,323.78,203.24
3.0478,0.1369,23.548,10.17,229.54,121.48
3.0478,0.1192,5.633,149.49,282.28,255.38
3.0478,0.0607,3.564,25.68,356.53,163.84
3.0480,0.1054,6.728,338.96,195.83,245.39
3.0481,0.1545,6.624,106.02,8.90,358.48
3.0484,0.0734,6.144,128.50,44.90,185.52
3.0484,0.1482,6.795,34.59,159.34,21.31
3.0484,0.1233,12.536,126.82,16.22,359.13
3.0484,0.0398,10.505,62.79,313.44,73.12
3.0484,0.2062,16.868,195.34,285.17,159.14
3.0487,0.1552,5.573,19.09,118.78,4.85
3.0488,0.1089,11.134,228.96,83.08,190.51
3.0489,0.2060,6.231,3.81,32.63,306.43
3.0489,0.2252,17.525,17.62,281.20,25.20
3.0490,0.0958,13.093,309.74,281.71,289.23
3.0490,0.2721,7.108,137.39,135.48,9.72
3.0490,0.1106,13.178,14.07,247.74,258.27
3.0491,0.2385,9.459,260.46,310.42,287.51
3.0492,0.0877,2.003,33.64,199.95,77.79
3.0492,0.1622,11.127,149.23,334.62,15.17
3.0493,0.1949,12.062,204.01,240.29,350.59
3.0495,0.2761,5.798,155.60,257.43,69.19
3.0496,0.0928,8.312,336.36,237.96,283.59
3.0496,0.2526,15.691,266.90,15.41,157.57
3.0498,0.0536,1.757,120.23,276.98,91.20
3.0503,0.1350,8.070,339.80,218.46,102.14
3.0504,0.3190,14.960,182.08,261.75,319.99
3.0504,0.1420,15.108,287.08,152.71,126.86
3.0505,0.1396,13.926,207.03,72.85,71.78
3.0506,0.1581,9.404,284.62,223.86,80.21
3.0506,0.2116,19.559,277.78,158.07,315.62
3.0506,0.0357,14.653,24.14,206.91,317.81
3.0509,0.1218,3.135,178.74,46.34,281.20
3.0509,0.0535,15.764,212.09,82.69,359.33
3.0518,0.0580,14.766,134.27,242.17,252.45
3.0518,0.1397,5.627,321.49,151.62,46.16
3.0518,0.1477,6.367,262.07,66.93,227.36
3.0522,0.2170,8.729,55.47,321.49,295.09
3.0523,0.0465,5.131,187.13,341.13,93.40
3.0523,0.1071,0.997,67.45,260.80,25.73
3.0524,0.1653,9.707,270.72,230.25,149.74
3.0530,0.1295,4.134,108.83,116.33,11.60
3.0532,0.1438,14.770,47.85,156.80,116.98
3.0532,0.0976,6.687,56.99,156.33,94.39
3.0532,0.1717,13.749,204.51,5.47,6.98
3.0533,0.0419,5.263,43.77,6.44,336.23
3.0534,0.2892,7.636,195.25,69.23,3.79
3.0534,0.0563,4.743,86.43,311.40,221.08
3.0535,0.1419,9.041,43.16,197.51,232.10
3.0537,0.1872,10.962,268.28,269.62,355.67
3.0537,0.2300,7.851,266.71,285.59,269.24
3.0540,0.1166,9.310,147.63,250.57,336.06
3.0540,0.0255,4.683,265.55,279.24,65.28
3.0541,0.1671,3.146,66.45,95.18,117.76
3.0544,0.1298,6.408,279.70,304.35,162.25
3.0546,0.0577,8.987,70.06,3.84,114.39
3.0546,0.0920,11.169,219.13,303.87,84.59
3.0549,0.1756,10.658,335.68,276.23,311.45
3.0549,0.2189,12.659,40.21,209.08,221.36
3.0550,0.0907,4.385,105.64,302.22,350.28
3.0554,0.0768,4.925,222.91,359.56,242.91
3.0559,0.2648,21.272,237.07,332.68,40.14
3.0562,0.1589,7.513,307.09,60.76,255.43
3.0563,0.1086,15.976,290.25,64.93,107.11
3.0564,0.2514,2.107,239.76,42.48,209.57
3.0565,0.1620,18.701,70.45,208.57,307.98
3.0566,0.2090,1.922,26.36,28.90,113.58
3.0567,0.2143,6.919,51.35,238.32,323.06
3.0567,0.0621,12.801,204.29,97.69,18.53
3.0570,0.2988,5.586,197.53,109.02,318.89
3.0570,0.0891,11.432,161.12,42.41,245.80
3.0570,0.1854,13.189,191.39,107.00,194.18
3.0572,0.0311,12.879,29.78,108.24,57.08
3.0573,0.1759,3.888,310.14,42.92,57.40
3.0574,0.0555,8.676,84.16,53.73,237.91
3.0576,0.1049,9.956,148.64,110.94,176.75
3.0579,0.1427,7.457,281.51,38.42,333.34
3.0582,0.2150,4.127,328.00,274.33,37.24
3.0583,0.1132,5.752,108.51,130.28,345.30
3.0583,0.1655,12.029,356.80,289.88,141.93
3.0585,0.0077,7.575,212.43,290.86,170.30
3.0586,0.1834,11.800,60.61,84.60,56.98
3.0588,0.0347,17.933,323.31,43.62,15.19
3.0590,0.1129,7.934,241.61,149.25,183.86
3.0594,0.0412,19.272,73.76,218.30,64.98
3.0594,0.1373,21.564,160.31,33.80,167.18
3.0595,0.1670,7.893,203.21,344.62,154.49
3.0597,0.0151,9.539,278.06,157.62,252.01
3.0599,0.0995,12.407,169.37,30.02,64.86
3.0601,0.1120,14.220,92.09,144.18,211.55
3.0601,0.1130,11.325,25.43,113.53,256.05
